<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.16	16:00:00	1813.615	1813.974	1793.183	1795.169	19668	0	200
2021.02.16	20:00:00	1795.148	1796.094	1786.855	1788.348	9485	0	200
2021.02.17	00:00:00	1788.298	1795.091	1786.575	1793.364	11515	0	300
2021.02.17	04:00:00	1793.363	1793.811	1788.380	1789.911	11539	0	300
2021.02.17	08:00:00	1789.929	1791.062	1783.626	1790.745	17046	0	200
2021.02.17	12:00:00	1790.750	1793.387	1770.737	1773.565	32972	0	200
2021.02.17	16:00:00	1773.611	1780.159	1769.408	1771.928	22343	0	200
2021.02.17	20:00:00	1771.974	1778.493	1771.822	1778.143	7646	0	200
2021.02.18	00:00:00	1778.142	1785.705	1776.977	1783.298	13296	0	200
2021.02.18	04:00:00	1783.302	1784.404	1779.642	1782.003	10986	0	200
2021.02.18	08:00:00	1781.985	1788.913	1778.886	1784.094	15647	0	300
2021.02.18	12:00:00	1784.044	1789.559	1768.345	1778.334	27625	0	300
2021.02.18	16:00:00	1778.379	1780.074	1772.741	1775.364	15422	0	200
2021.02.18	20:00:00	1775.350	1777.041	1770.070	1771.659	7362	0	200
2021.02.19	00:00:00	1771.609	1772.853	1760.626	1767.935	20477	0	200
2021.02.19	04:00:00	1767.921	1777.475	1764.924	1773.925	15691	0	200
2021.02.19	08:00:00	1773.891	1775.247	1767.830	1768.738	17944	0	200
2021.02.19	12:00:00	1768.714	1791.504	1768.672	1785.887	27575	0	200
2021.02.19	16:00:00	1785.816	1787.820	1777.314	1780.190	18769	0	200
2021.02.19	20:00:00	1780.222	1784.250	1779.491	1784.049	4717	0	200
2021.02.21	20:00:00	1786.332	1788.083	1781.291	1783.358	3526	0	300
2021.02.22	00:00:00	1783.408	1789.611	1780.648	1783.723	16239	0	200
2021.02.22	04:00:00	1783.715	1795.008	1783.472	1794.540	15825	0	200
2021.02.22	08:00:00	1794.493	1799.202	1790.197	1795.136	15862	0	300
2021.02.22	12:00:00	1795.088	1810.125	1793.381	1808.947	27388	0	300
2021.02.22	16:00:00	1808.993	1812.551	1806.487	1808.072	16565	0	300
2021.02.22	20:00:00	1808.027	1811.362	1806.196	1810.406	7923	0	300
2021.02.23	00:00:00	1810.410	1815.906	1806.178	1813.062	13455	0	300
2021.02.23	04:00:00	1813.043	1814.616	1808.102	1808.374	12599	0	300
2021.02.23	08:00:00	1808.359	1811.434	1803.579	1809.105	14997	0	300
2021.02.23	12:00:00	1809.107	1812.707	1795.606	1806.886	27800	0	300
2021.02.23	16:00:00	1806.932	1809.358	1801.725	1803.673	16278	0	300
2021.02.23	20:00:00	1803.669	1807.806	1803.622	1805.766	7329	0	300
2021.02.24	00:00:00	1805.795	1813.717	1805.105	1808.761	13510	0	300
2021.02.24	04:00:00	1808.806	1810.024	1804.413	1805.892	12859	0	300
2021.02.24	08:00:00	1805.937	1810.025	1803.018	1808.471	15589	0	300
2021.02.24	12:00:00	1808.518	1810.223	1783.473	1794.939	30937	0	200
2021.02.24	16:00:00	1794.987	1804.339	1790.538	1797.212	20252	0	300
2021.02.24	20:00:00	1797.165	1805.587	1797.104	1802.995	8019	0	200
2021.02.25	00:00:00	1803.002	1804.143	1793.876	1796.632	13769	0	300
2021.02.25	04:00:00	1796.632	1801.145	1790.190	1794.424	15438	0	300
2021.02.25	08:00:00	1794.378	1795.228	1781.244	1786.597	19813	0	300
2021.02.25	12:00:00	1786.548	1790.541	1769.767	1775.669	36499	0	200
2021.02.25	16:00:00	1775.622	1783.064	1765.136	1773.262	43110	0	200
2021.02.25	20:00:00	1773.204	1774.739	1769.156	1769.860	15320	0	200
2021.02.26	00:00:00	1769.909	1775.714	1765.144	1772.780	20510	0	200
2021.02.26	04:00:00	1772.827	1773.262	1755.149	1759.451	25958	0	200
2021.02.26	08:00:00	1759.481	1770.087	1757.631	1759.797	27720	0	200
2021.02.26	12:00:00	1759.835	1766.996	1724.418	1729.942	61918	0	200
2021.02.26	16:00:00	1729.908	1732.363	1717.030	1727.148	46379	0	200
2021.02.26	20:00:00	1727.112	1735.373	1726.672	1734.649	10497	0	200
2021.02.28	20:00:00	1737.962	1739.940	1735.286	1739.239	4222	0	200
2021.03.01	00:00:00	1739.206	1751.579	1737.266	1751.060	20102	0	200
2021.03.01	04:00:00	1751.056	1759.715	1747.705	1753.640	18087	0	200
2021.03.01	08:00:00	1753.609	1754.806	1741.691	1743.491	18699	0	200
2021.03.01	12:00:00	1743.460	1747.500	1730.842	1738.802	38948	0	200
2021.03.01	16:00:00	1738.800	1742.478	1720.463	1724.465	24992	0	200
2021.03.01	20:00:00	1724.476	1726.748	1719.641	1724.988	10928	0	200
2021.03.02	00:00:00	1724.957	1728.435	1707.039	1713.227	25051	0	200
2021.03.02	04:00:00	1713.232	1724.232	1710.693	1717.857	21845	0	200
2021.03.02	08:00:00	1717.847	1733.265	1715.456	1727.228	21063	0	200
2021.03.02	12:00:00	1727.261	1736.109	1720.371	1725.358	37307	0	200
2021.03.02	16:00:00	1725.362	1738.474	1724.085	1734.752	23574	0	200
2021.03.02	20:00:00	1734.718	1740.464	1732.859	1736.558	9911	0	200
2021.03.03	00:00:00	1736.547	1737.475	1729.963	1734.794	15247	0	200
2021.03.03	04:00:00	1734.790	1735.929	1730.476	1733.380	14501	0	200
2021.03.03	08:00:00	1733.346	1733.516	1721.466	1724.186	19566	0	200
2021.03.03	12:00:00	1724.219	1726.648	1701.613	1715.983	50535	0	200
2021.03.03	16:00:00	1715.952	1725.124	1712.066	1715.630	30240	0	200
2021.03.03	20:00:00	1715.677	1717.129	1708.152	1710.468	11299	0	200
2021.03.04	00:00:00	1710.464	1716.655	1708.821	1709.529	17953	0	200
2021.03.04	04:00:00	1709.499	1721.124	1706.455	1717.912	21337	0	200
2021.03.04	08:00:00	1717.881	1718.980	1706.085	1715.684	26263	0	200
2021.03.04	12:00:00	1715.715	1723.100	1709.479	1718.738	39459	0	200
2021.03.04	16:00:00	1718.705	1722.389	1690.443	1699.089	58977	0	200
2021.03.04	20:00:00	1699.053	1700.533	1693.268	1694.310	14889	0	200
2021.03.05	00:00:00	1694.277	1695.695	1687.180	1694.342	22847	0	200
2021.03.05	04:00:00	1694.338	1700.416	1691.661	1696.563	18851	0	200
2021.03.05	08:00:00	1696.595	1698.818	1690.962	1694.817	21429	0	200
2021.03.05	12:00:00	1694.785	1707.631	1687.319	1697.020	55299	0	200
2021.03.05	16:00:00	1697.051	1705.153	1694.408	1699.091	28724	0	200
2021.03.05	20:00:00	1699.087	1701.682	1697.586	1700.836	5885	0	200
2021.03.07	20:00:00	1706.301	1713.915	1706.268	1707.726	4835	0	200
2021.03.08	00:00:00	1707.706	1714.253	1705.052	1705.576	21147	0	200
2021.03.08	04:00:00	1705.607	1709.570	1696.894	1699.200	18876	0	200
2021.03.08	08:00:00	1699.209	1700.639	1685.683	1685.683	22309	0	200
2021.03.08	12:00:00	1685.640	1696.499	1679.406	1681.650	37244	0	200
2021.03.08	16:00:00	1681.681	1685.163	1676.627	1685.129	21510	0	200
2021.03.08	20:00:00	1685.093	1685.596	1680.458	1684.653	8287	0	200
2021.03.09	00:00:00	1684.620	1691.539	1680.179	1689.366	18101	0	200
2021.03.09	04:00:00	1689.396	1698.377	1687.203	1697.395	18201	0	200
2021.03.09	08:00:00	1697.361	1711.426	1694.956	1709.002	21728	0	200
2021.03.09	12:00:00	1708.971	1720.566	1702.611	1713.123	38607	0	200
2021.03.09	16:00:00	1713.156	1719.632	1712.564	1717.032	20074	0	200
2021.03.09	20:00:00	1717.055	1718.162	1714.078	1715.881	8723	0	200
2021.03.10	00:00:00	1715.864	1719.467	1710.810	1712.563	17496	0	200
2021.03.10	04:00:00	1712.564	1716.646	1709.650	1715.267	15799	0	200
2021.03.10	08:00:00	1715.299	1715.485	1708.131	1711.870	17638	0	200
2021.03.10	12:00:00	1711.839	1723.604	1710.566	1719.081	37453	0	200
2021.03.10	16:00:00	1719.113	1725.944	1714.533	1723.961	24230	0	200
2021.03.10	20:00:00	1723.929	1727.104	1723.399	1726.691	7631	0	200
2021.03.11	00:00:00	1726.699	1734.597	1723.221	1731.762	15666	0	200
2021.03.11	04:00:00	1731.759	1737.908	1730.802	1736.753	15755	0	200
2021.03.11	08:00:00	1736.705	1739.804	1731.426	1733.408	18447	0	200
2021.03.11	12:00:00	1733.373	1737.171	1719.025	1725.373	34864	0	200
2021.03.11	16:00:00	1725.405	1728.324	1721.049	1724.745	21648	0	200
2021.03.11	20:00:00	1724.713	1724.999	1721.319	1722.645	7949	0	200
2021.03.12	00:00:00	1722.676	1727.929	1716.569	1718.333	16203	0	200
2021.03.12	04:00:00	1718.335	1719.717	1707.329	1710.347	20106	0	200
2021.03.12	08:00:00	1710.310	1711.286	1699.094	1703.265	22503	0	200
2021.03.12	12:00:00	1703.235	1708.724	1699.447	1707.105	34565	0	200
2021.03.12	16:00:00	1707.140	1725.328	1706.164	1722.521	23340	0	200
2021.03.12	20:00:00	1722.491	1729.171	1721.320	1726.749	5548	0	200
2021.03.14	20:00:00	1728.251	1728.348	1724.244	1725.335	5279	0	200
2021.03.15	00:00:00	1725.330	1734.008	1724.869	1727.784	17288	0	200
2021.03.15	04:00:00	1727.752	1727.912	1721.616	1722.673	16074	0	200
2021.03.15	08:00:00	1722.703	1732.554	1722.703	1729.739	18283	0	200
2021.03.15	12:00:00	1729.774	1734.524	1722.676	1727.111	33784	0	200
2021.03.15	16:00:00	1727.077	1732.046	1726.687	1730.934	15307	0	200
2021.03.15	20:00:00	1730.901	1732.153	1730.267	1730.698	4927	0	200
2021.03.16	00:00:00	1730.665	1734.107	1729.569	1733.568	12747	0	200
2021.03.16	04:00:00	1733.582	1737.168	1725.847	1730.147	14610	0	200
2021.03.16	08:00:00	1730.144	1735.586	1728.840	1731.337	16701	0	200
2021.03.16	12:00:00	1731.369	1741.077	1726.701	1728.852	33077	0	200
2021.03.16	16:00:00	1728.816	1733.232	1727.850	1732.538	18397	0	200
2021.03.16	20:00:00	1732.569	1732.632	1730.451	1731.595	6004	0	200
2021.03.17	00:00:00	1731.546	1736.002	1729.634	1735.883	13851	0	200
2021.03.17	04:00:00	1735.853	1737.818	1734.108	1735.283	13314	0	200
2021.03.17	08:00:00	1735.296	1737.086	1727.892	1729.417	16505	0	200
2021.03.17	12:00:00	1729.447	1734.598	1723.856	1727.252	27910	0	200
2021.03.17	16:00:00	1727.211	1751.549	1725.831	1745.148	38075	0	200
2021.03.17	20:00:00	1745.102	1749.558	1743.620	1748.465	7318	0	200
2021.03.18	00:00:00	1748.464	1755.478	1747.615	1748.945	18482	0	200
2021.03.18	04:00:00	1748.978	1752.828	1735.128	1739.501	20166	0	200
2021.03.18	08:00:00	1739.532	1740.839	1727.674	1731.181	23771	0	200
2021.03.18	12:00:00	1731.148	1733.436	1719.080	1730.538	47009	0	200
2021.03.18	16:00:00	1730.515	1737.203	1730.071	1734.734	22289	0	200
2021.03.18	20:00:00	1734.701	1737.657	1732.378	1735.193	8912	0	200
2021.03.19	00:00:00	1735.188	1735.809	1728.484	1731.625	17402	0	200
2021.03.19	04:00:00	1731.595	1745.349	1730.000	1741.685	19920	0	200
2021.03.19	08:00:00	1741.654	1744.574	1734.868	1740.591	19549	0	200
2021.03.19	12:00:00	1740.600	1743.645	1733.247	1739.991	39718	0	200
2021.03.19	16:00:00	1739.958	1744.132	1738.428	1742.581	17468	0	200
2021.03.19	20:00:00	1742.550	1746.644	1741.671	1745.127	2302	0	200
2021.03.21	20:00:00	1743.714	1744.315	1737.981	1738.214	5931	0	200
2021.03.22	00:00:00	1738.182	1741.267	1732.542	1740.650	17554	0	200
2021.03.22	04:00:00	1740.649	1743.047	1727.126	1729.299	18612	0	200
2021.03.22	08:00:00	1729.249	1739.005	1728.048	1736.284	19179	0	200
2021.03.22	12:00:00	1736.254	1738.635	1730.490	1738.254	28977	0	200
2021.03.22	16:00:00	1738.284	1741.020	1737.460	1739.448	14085	0	200
2021.03.22	20:00:00	1739.476	1739.833	1738.065	1739.306	5023	0	200
2021.03.23	00:00:00	1739.300	1740.479	1730.949	1735.679	15253	0	200
2021.03.23	04:00:00	1735.692	1739.957	1735.049	1737.519	14794	0	200
2021.03.23	08:00:00	1737.511	1742.509	1736.192	1738.988	18562	0	200
2021.03.23	12:00:00	1738.958	1741.006	1724.848	1730.258	31781	0	200
2021.03.23	16:00:00	1730.214	1730.214	1724.663	1727.175	19222	0	200
2021.03.23	20:00:00	1727.206	1728.146	1726.210	1727.082	5156	0	200
2021.03.24	00:00:00	1727.097	1734.407	1723.546	1731.707	16670	0	200
2021.03.24	04:00:00	1731.741	1733.749	1727.179	1728.892	15073	0	200
2021.03.24	08:00:00	1728.859	1735.851	1728.037	1730.214	16836	0	200
2021.03.24	12:00:00	1730.180	1733.981	1728.317	1733.717	24016	0	200
2021.03.24	16:00:00	1733.749	1738.364	1731.900	1733.032	16074	0	200
2021.03.24	20:00:00	1733.073	1735.090	1733.032	1734.483	4943	0	200
2021.03.25	00:00:00	1734.492	1738.891	1731.927	1735.288	14497	0	200
2021.03.25	04:00:00	1735.302	1737.738	1730.466	1733.070	14395	0	200
2021.03.25	08:00:00	1733.039	1734.062	1727.663	1728.432	16148	0	200
2021.03.25	12:00:00	1728.411	1745.401	1724.898	1730.821	36299	0	200
2021.03.25	16:00:00	1730.789	1732.499	1721.498	1726.768	22014	0	200
2021.03.25	20:00:00	1726.737	1729.022	1726.346	1727.293	5796	0	200
2021.03.26	00:00:00	1727.316	1729.749	1723.160	1724.863	14483	0	200
2021.03.26	04:00:00	1724.862	1729.606	1723.843	1727.453	13996	0	200
2021.03.26	08:00:00	1727.421	1731.996	1721.448	1725.122	16803	0	200
2021.03.26	12:00:00	1725.089	1736.683	1723.982	1733.930	24655	0	200
2021.03.26	16:00:00	1733.962	1734.547	1730.188	1731.767	14471	0	200
2021.03.26	20:00:00	1731.735	1732.863	1731.559	1732.329	1657	0	200
2021.03.28	20:00:00	1731.377	1732.549	1730.611	1730.999	3566	0	200
2021.03.29	00:00:00	1731.014	1732.835	1726.348	1729.408	13664	0	200
2021.03.29	04:00:00	1729.375	1729.750	1724.944	1726.282	15136	0	200
2021.03.29	08:00:00	1726.313	1728.180	1723.610	1726.132	13696	0	200
2021.03.29	12:00:00	1726.163	1727.968	1705.736	1711.675	29771	0	200
2021.03.29	16:00:00	1711.645	1715.804	1709.758	1711.434	15096	0	200
2021.03.29	20:00:00	1711.403	1713.072	1710.365	1711.932	5207	0	200
2021.03.30	00:00:00	1711.938	1714.342	1704.437	1707.367	14770	0	200
2021.03.30	04:00:00	1707.398	1708.382	1695.140	1697.270	20223	0	200
2021.03.30	08:00:00	1697.240	1700.919	1686.111	1688.343	20628	0	200
2021.03.30	12:00:00	1688.307	1690.446	1678.392	1686.943	36318	0	200
2021.03.30	16:00:00	1686.910	1687.152	1681.570	1682.106	16425	0	200
2021.03.30	20:00:00	1682.145	1685.859	1682.145	1685.489	7089	0	200
2021.03.31	00:00:00	1685.488	1686.352	1677.769	1679.452	17354	0	200
2021.03.31	04:00:00	1679.452	1688.743	1678.573	1684.071	16179	0	200
2021.03.31	08:00:00	1684.047	1689.046	1682.602	1684.821	15988	0	200
2021.03.31	12:00:00	1684.852	1708.667	1682.307	1708.105	33156	0	200
2021.03.31	16:00:00	1708.136	1715.214	1706.446	1707.888	18812	0	200
2021.03.31	20:00:00	1707.858	1709.083	1705.916	1707.403	6039	0	200
2021.04.01	00:00:00	1707.405	1714.120	1705.761	1712.804	16160	0	200
2021.04.01	04:00:00	1712.804	1719.894	1710.074	1718.470	17554	0	200
2021.04.01	08:00:00	1718.451	1719.623	1710.412	1716.922	16129	0	200
2021.04.01	12:00:00	1716.960	1730.072	1715.541	1728.324	36572	0	200
2021.04.01	16:00:00	1728.292	1730.092	1725.218	1728.990	15495	0	200
2021.04.01	20:00:00	1728.959	1730.545	1728.047	1729.750	1921	0	200
2021.04.04	20:00:00	1728.462	1729.917	1726.908	1728.011	4923	0	200
2021.04.05	00:00:00	1727.974	1729.839	1724.385	1724.889	11223	0	200
2021.04.05	04:00:00	1724.904	1728.018	1721.285	1726.549	12144	0	200
2021.04.05	08:00:00	1726.518	1728.495	1723.209	1724.868	13159	0	200
2021.04.05	12:00:00	1724.901	1733.491	1721.838	1730.414	34999	0	200
2021.04.05	16:00:00	1730.384	1730.617	1724.963	1728.052	16117	0	200
2021.04.05	20:00:00	1728.084	1729.531	1727.218	1729.367	5119	0	200
2021.04.06	00:00:00	1729.367	1735.310	1727.537	1733.486	16948	0	200
2021.04.06	04:00:00	1733.504	1738.545	1727.505	1733.428	17175	0	200
2021.04.06	08:00:00	1733.399	1736.925	1729.491	1736.243	17381	0	200
2021.04.06	12:00:00	1736.276	1745.434	1734.102	1745.175	32481	0	200
2021.04.06	16:00:00	1745.176	1745.337	1739.925	1742.519	15809	0	200
2021.04.06	20:00:00	1742.550	1744.296	1742.164	1743.252	4494	0	200
2021.04.07	00:00:00	1743.217	1743.332	1735.696	1738.217	13491	0	200
2021.04.07	04:00:00	1738.224	1742.182	1736.196	1740.978	14052	0	200
2021.04.07	08:00:00	1740.946	1741.127	1733.727	1734.516	16548	0	200
2021.04.07	12:00:00	1734.554	1743.129	1730.607	1741.374	29139	0	200
2021.04.07	16:00:00	1741.385	1742.503	1735.520	1737.345	15465	0	200
2021.04.07	20:00:00	1737.312	1738.192	1735.283	1736.836	5128	0	200
2021.04.08	00:00:00	1736.806	1739.780	1733.133	1738.626	13132	0	200
2021.04.08	04:00:00	1738.629	1747.339	1738.629	1745.196	15714	0	200
2021.04.08	08:00:00	1745.193	1751.265	1741.497	1749.590	16698	0	200
2021.04.08	12:00:00	1749.558	1758.645	1746.169	1755.689	30073	0	200
2021.04.08	16:00:00	1755.662	1757.562	1754.103	1755.829	13683	0	200
2021.04.08	20:00:00	1755.821	1757.626	1753.996	1754.148	4874	0	200
2021.04.09	00:00:00	1754.178	1757.281	1751.341	1753.123	16466	0	200
2021.04.09	04:00:00	1753.149	1753.548	1743.753	1747.443	17600	0	200
2021.04.09	08:00:00	1747.412	1748.881	1743.403	1744.718	17390	0	200
2021.04.09	12:00:00	1744.753	1746.792	1731.102	1744.723	34192	0	200
2021.04.09	16:00:00	1744.722	1746.319	1741.348	1743.017	15405	0	200
2021.04.09	20:00:00	1742.986	1744.160	1742.442	1743.842	1638	0	200
2021.04.11	20:00:00	1742.481	1743.475	1740.490	1741.591	3770	0	200
2021.04.12	00:00:00	1741.557	1743.375	1736.727	1738.592	16174	0	200
2021.04.12	04:00:00	1738.620	1742.117	1735.216	1739.112	15154	0	200
2021.04.12	08:00:00	1739.096	1744.111	1737.103	1742.346	15489	0	200
2021.04.12	12:00:00	1742.378	1744.932	1730.446	1732.116	27951	0	200
2021.04.12	16:00:00	1732.146	1733.901	1727.324	1732.494	17773	0	200
2021.04.12	20:00:00	1732.463	1733.624	1731.770	1731.898	5281	0	200
2021.04.13	00:00:00	1731.902	1736.372	1728.013	1731.714	16748	0	200
2021.04.13	04:00:00	1731.708	1732.169	1723.591	1727.610	17305	0	200
2021.04.13	08:00:00	1727.599	1730.216	1724.608	1729.045	17898	0	200
2021.04.13	12:00:00	1729.033	1748.878	1728.490	1743.763	38508	0	200
2021.04.13	16:00:00	1743.796	1747.571	1741.746	1744.871	18493	0	200
2021.04.13	20:00:00	1744.839	1746.889	1744.161	1746.581	5949	0	200
2021.04.14	00:00:00	1746.575	1749.367	1743.540	1743.909	15263	0	200
2021.04.14	04:00:00	1743.898	1748.718	1740.764	1744.695	17808	0	200
2021.04.14	08:00:00	1744.693	1748.071	1741.641	1744.710	15859	0	200
2021.04.14	12:00:00	1744.745	1747.091	1732.473	1736.425	32655	0	200
2021.04.14	16:00:00	1736.393	1737.843	1734.004	1736.929	16894	0	200
2021.04.14	20:00:00	1736.898	1736.992	1735.261	1736.625	4491	0	200
2021.04.15	00:00:00	1736.595	1740.469	1734.297	1738.468	16864	0	200
2021.04.15	04:00:00	1738.462	1747.839	1737.797	1745.590	15107	0	200
2021.04.15	08:00:00	1745.621	1749.045	1744.198	1744.691	15496	0	200
2021.04.15	12:00:00	1744.691	1769.581	1744.691	1766.508	42899	0	200
2021.04.15	16:00:00	1766.539	1769.234	1763.678	1764.884	17651	0	200
2021.04.15	20:00:00	1764.854	1765.017	1762.929	1763.901	5891	0	200
2021.04.16	00:00:00	1763.870	1765.978	1759.729	1763.156	16147	0	200
2021.04.16	04:00:00	1763.156	1766.176	1761.511	1764.069	15641	0	200
2021.04.16	08:00:00	1764.039	1779.210	1762.676	1778.543	18965	0	200
2021.04.16	12:00:00	1778.507	1783.789	1771.868	1778.855	33154	0	200
2021.04.16	16:00:00	1778.820	1780.283	1774.380	1775.920	15353	0	200
2021.04.16	20:00:00	1775.884	1777.121	1774.799	1776.523	1786	0	200
2021.04.18	20:00:00	1775.640	1778.053	1774.762	1776.723	3640	0	200
2021.04.19	00:00:00	1776.692	1783.513	1773.098	1777.293	17923	0	200
2021.04.19	04:00:00	1777.280	1787.151	1775.302	1786.991	16476	0	200
2021.04.19	08:00:00	1787.023	1789.987	1778.611	1782.095	18477	0	200
2021.04.19	12:00:00	1782.125	1782.206	1766.526	1772.175	33054	0	200
2021.04.19	16:00:00	1772.151	1772.757	1768.862	1770.813	15985	0	200
2021.04.19	20:00:00	1770.781	1772.518	1769.842	1772.112	4836	0	200
2021.04.20	00:00:00	1772.115	1775.610	1765.579	1773.212	17607	0	200
2021.04.20	04:00:00	1773.221	1774.271	1767.226	1771.883	18777	0	200
2021.04.20	08:00:00	1771.853	1775.573	1763.547	1773.259	22176	0	200
2021.04.20	12:00:00	1773.289	1779.978	1766.001	1778.729	35757	0	200
2021.04.20	16:00:00	1778.761	1780.365	1776.864	1777.311	15125	0	200
2021.04.20	20:00:00	1777.342	1779.163	1776.162	1776.737	4843	0	200
2021.04.21	00:00:00	1776.742	1784.696	1776.454	1782.040	15964	0	200
2021.04.21	04:00:00	1782.033	1788.315	1780.302	1781.986	16508	0	200
2021.04.21	08:00:00	1782.015	1784.252	1777.716	1782.853	16936	0	200
2021.04.21	12:00:00	1782.884	1797.549	1781.707	1792.858	27210	0	200
2021.04.21	16:00:00	1792.849	1795.187	1789.899	1794.550	15434	0	200
2021.04.21	20:00:00	1794.519	1795.006	1793.452	1793.570	4284	0	200
2021.04.22	00:00:00	1793.619	1797.756	1792.366	1793.345	13424	0	200
2021.04.22	04:00:00	1793.347	1794.607	1788.174	1791.254	14408	0	200
2021.04.22	08:00:00	1791.277	1792.200	1783.672	1786.148	15984	0	200
2021.04.22	12:00:00	1786.112	1788.162	1779.171	1780.773	32630	0	200
2021.04.22	16:00:00	1780.818	1783.923	1777.332	1783.539	21719	0	200
2021.04.22	20:00:00	1783.570	1786.104	1782.934	1783.136	4859	0	200
2021.04.23	00:00:00	1783.126	1789.639	1782.880	1786.047	13947	0	200
2021.04.23	04:00:00	1786.045	1786.967	1781.518	1783.025	15609	0	200
2021.04.23	08:00:00	1782.994	1791.677	1781.833	1791.078	15385	0	200
2021.04.23	12:00:00	1791.111	1795.879	1769.753	1776.410	34653	0	200
2021.04.23	16:00:00	1776.378	1779.156	1775.428	1776.339	14562	0	200
2021.04.23	20:00:00	1776.309	1777.128	1775.801	1777.023	1425	0	200
2021.04.25	20:00:00	1775.596	1775.980	1773.860	1774.789	2881	0	200
2021.04.26	00:00:00	1774.803	1782.866	1774.787	1781.062	14685	0	200
2021.04.26	04:00:00	1781.036	1783.439	1774.830	1778.589	15998	0	200
2021.04.26	08:00:00	1778.620	1782.157	1774.847	1776.499	17192	0	200
2021.04.26	12:00:00	1776.466	1780.200	1768.539	1778.902	30472	0	200
2021.04.26	16:00:00	1778.870	1781.249	1777.823	1780.899	13611	0	200
2021.04.26	20:00:00	1780.869	1782.378	1779.983	1780.040	4295	0	200
2021.04.27	00:00:00	1780.046	1783.735	1773.492	1779.850	14703	0	200
2021.04.27	04:00:00	1779.821	1783.384	1777.784	1778.089	14730	0	200
2021.04.27	08:00:00	1778.089	1783.082	1775.944	1782.482	15628	0	200
2021.04.27	12:00:00	1782.512	1785.514	1777.643	1778.092	27776	0	200
2021.04.27	16:00:00	1778.088	1779.836	1775.387	1776.570	16127	0	200
2021.04.27	20:00:00	1776.540	1777.175	1775.270	1775.436	4551	0	200
2021.04.28	00:00:00	1775.430	1775.453	1766.233	1771.814	17135	0	200
2021.04.28	04:00:00	1771.814	1772.037	1766.122	1769.429	15714	0	200
2021.04.28	08:00:00	1769.419	1770.512	1763.074	1766.649	17149	0	200
2021.04.28	12:00:00	1766.618	1775.860	1762.458	1774.443	30681	0	200
2021.04.28	16:00:00	1774.411	1782.344	1770.286	1781.865	25675	0	200
2021.04.28	20:00:00	1781.835	1783.905	1781.072	1783.818	5506	0	200
2021.04.29	00:00:00	1783.782	1789.896	1783.333	1784.550	13644	0	200
2021.04.29	04:00:00	1784.532	1785.764	1776.946	1781.194	14965	0	200
2021.04.29	08:00:00	1781.162	1781.391	1771.983	1775.883	18369	0	200
2021.04.29	12:00:00	1775.896	1781.333	1755.874	1766.943	43582	0	200
2021.04.29	16:00:00	1766.945	1774.834	1766.526	1774.717	15441	0	200
2021.04.29	20:00:00	1774.679	1774.882	1770.773	1773.221	4914	0	200
2021.04.30	00:00:00	1773.220	1773.220	1765.405	1766.259	16327	0	200
2021.04.30	04:00:00	1766.256	1773.200	1766.160	1768.884	16330	0	200
2021.04.30	08:00:00	1768.914	1772.437	1766.572	1770.488	16381	0	200
2021.04.30	12:00:00	1770.522	1772.243	1764.164	1767.122	34952	0	200
2021.04.30	16:00:00	1767.086	1770.467	1765.665	1768.392	17028	0	200
2021.04.30	20:00:00	1768.357	1769.261	1767.076	1768.776	1935	0	200
2021.05.02	20:00:00	1767.058	1769.024	1766.046	1769.017	3263	0	200
2021.05.03	00:00:00	1768.980	1775.674	1767.314	1774.858	11529	0	200
2021.05.03	04:00:00	1774.862	1781.342	1772.323	1776.067	13317	0	200
2021.05.03	08:00:00	1776.097	1782.646	1774.500	1780.957	16125	0	200
2021.05.03	12:00:00	1780.987	1797.826	1779.267	1792.424	26187	0	200
2021.05.03	16:00:00	1792.480	1794.381	1790.454	1791.646	15339	0	200
2021.05.03	20:00:00	1791.667	1793.366	1791.242	1792.472	4593	0	200
2021.05.04	00:00:00	1792.425	1793.071	1788.761	1789.746	9947	0	200
2021.05.04	04:00:00	1789.744	1789.749	1783.787	1786.906	12974	0	200
2021.05.04	08:00:00	1786.938	1790.492	1780.713	1783.448	18801	0	200
2021.05.04	12:00:00	1783.495	1798.951	1773.581	1775.615	35664	0	200
2021.05.04	16:00:00	1775.646	1780.034	1770.571	1778.151	24038	0	200
2021.05.04	20:00:00	1778.182	1779.944	1777.463	1778.627	5282	0	200
2021.05.05	00:00:00	1778.595	1783.303	1776.709	1782.680	11284	0	200
2021.05.05	04:00:00	1782.683	1782.907	1775.366	1777.758	14848	0	200
2021.05.05	08:00:00	1777.728	1780.109	1774.235	1778.285	15697	0	200
2021.05.05	12:00:00	1778.255	1784.881	1770.306	1784.076	33473	0	200
2021.05.05	16:00:00	1784.117	1786.183	1781.923	1786.097	16126	0	200
2021.05.05	20:00:00	1786.065	1787.898	1784.531	1785.219	4683	0	200
2021.05.06	00:00:00	1785.220	1790.032	1781.934	1789.727	14039	0	200
2021.05.06	04:00:00	1789.717	1795.488	1787.849	1791.771	12240	0	200
2021.05.06	08:00:00	1791.816	1795.690	1788.231	1793.729	14545	0	200
2021.05.06	12:00:00	1793.763	1817.973	1790.720	1814.124	30297	0	200
2021.05.06	16:00:00	1814.136	1816.462	1812.738	1815.262	14858	0	300
