<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.24	23:00:00	1257.352	1258.096	1257.086	1257.805	2101	0	218
2017.05.25	00:00:00	1257.805	1257.864	1256.492	1256.683	2651	0	198
2017.05.25	01:00:00	1256.683	1258.736	1256.300	1257.439	3624	0	200
2017.05.25	02:00:00	1257.436	1258.149	1256.952	1258.146	2773	0	208
2017.05.25	03:00:00	1258.150	1259.477	1258.147	1258.459	2592	0	199
2017.05.25	04:00:00	1258.461	1259.638	1258.297	1259.126	1986	0	203
2017.05.25	05:00:00	1259.117	1259.404	1258.352	1259.219	2413	0	190
2017.05.25	06:00:00	1259.249	1259.319	1257.621	1257.791	3441	0	206
2017.05.25	07:00:00	1257.742	1258.409	1256.788	1258.016	3677	0	196
2017.05.25	08:00:00	1258.000	1259.343	1257.644	1257.740	4120	0	202
2017.05.25	09:00:00	1257.741	1258.185	1256.533	1257.398	3736	0	202
2017.05.25	10:00:00	1257.379	1257.379	1255.608	1256.638	3462	0	210
2017.05.25	11:00:00	1256.636	1258.476	1256.633	1258.133	3386	0	213
2017.05.25	12:00:00	1258.106	1258.573	1254.504	1254.904	4444	0	169
2017.05.25	13:00:00	1254.900	1257.514	1254.553	1256.240	4852	0	196
2017.05.25	14:00:00	1256.241	1256.838	1253.805	1255.447	4944	0	200
2017.05.25	15:00:00	1255.468	1257.895	1255.353	1257.169	4677	0	193
2017.05.25	16:00:00	1257.152	1257.420	1255.306	1256.393	4081	0	227
2017.05.25	17:00:00	1256.395	1256.742	1255.206	1255.330	3722	0	225
2017.05.25	18:00:00	1255.333	1255.828	1254.934	1255.716	3336	0	206
2017.05.25	19:00:00	1255.782	1256.354	1255.552	1256.007	3001	0	229
2017.05.25	20:00:00	1255.979	1256.176	1254.564	1254.748	1920	0	228
2017.05.25	22:00:00	1255.297	1256.284	1255.233	1255.772	1362	0	313
2017.05.25	23:00:00	1255.774	1256.692	1253.022	1255.197	2208	0	251
2017.05.26	00:00:00	1255.147	1255.483	1254.112	1254.735	2544	0	207
2017.05.26	01:00:00	1254.734	1257.003	1254.406	1256.331	3150	0	192
2017.05.26	02:00:00	1256.336	1258.197	1256.108	1258.078	3286	0	186
2017.05.26	03:00:00	1258.062	1258.137	1256.986	1257.133	2469	0	230
2017.05.26	04:00:00	1257.131	1258.374	1257.093	1258.290	2085	0	203
2017.05.26	05:00:00	1258.295	1258.905	1257.711	1258.353	2768	0	210
2017.05.26	06:00:00	1258.368	1261.382	1257.905	1261.089	3523	0	197
2017.05.26	07:00:00	1261.108	1263.864	1260.935	1261.334	4348	0	197
2017.05.26	08:00:00	1261.306	1264.391	1261.276	1263.400	3909	0	177
2017.05.26	09:00:00	1263.396	1266.934	1263.396	1265.649	4232	0	190
2017.05.26	10:00:00	1265.663	1267.213	1265.253	1267.012	3622	0	170
2017.05.26	11:00:00	1267.015	1268.081	1265.569	1265.610	3990	0	184
2017.05.26	12:00:00	1265.605	1267.670	1264.488	1265.828	4871	0	182
2017.05.26	13:00:00	1265.814	1268.080	1264.269	1266.690	5130	0	189
2017.05.26	14:00:00	1266.735	1268.025	1265.974	1267.728	4749	0	199
2017.05.26	15:00:00	1267.712	1268.000	1265.899	1266.068	4259	0	208
2017.05.26	16:00:00	1266.073	1267.233	1264.597	1267.063	3731	0	209
2017.05.26	17:00:00	1267.098	1268.781	1266.708	1268.435	3636	0	200
2017.05.26	18:00:00	1268.443	1269.423	1268.137	1269.133	2760	0	197
2017.05.26	19:00:00	1269.125	1269.126	1267.200	1267.200	2905	0	190
2017.05.26	20:00:00	1267.212	1267.448	1266.511	1266.578	2065	0	235
2017.05.29	00:00:00	1268.008	1268.628	1266.433	1266.790	2846	0	197
2017.05.29	01:00:00	1266.774	1267.417	1266.425	1267.119	2043	0	202
2017.05.29	02:00:00	1267.126	1267.492	1266.419	1266.513	1894	0	189
2017.05.29	03:00:00	1266.516	1266.731	1265.832	1266.116	1664	0	220
2017.05.29	04:00:00	1266.077	1266.337	1265.346	1266.141	1802	0	205
2017.05.29	05:00:00	1266.153	1266.160	1265.509	1265.775	1308	0	212
2017.05.29	06:00:00	1265.772	1267.599	1265.638	1267.180	2049	0	194
2017.05.29	07:00:00	1267.181	1267.447	1266.392	1267.257	2239	0	200
2017.05.29	08:00:00	1267.213	1267.393	1266.598	1267.303	1970	0	201
2017.05.29	09:00:00	1267.297	1267.697	1266.853	1267.455	1726	0	209
2017.05.29	10:00:00	1267.451	1267.812	1267.047	1267.281	1602	0	230
2017.05.29	11:00:00	1267.290	1267.301	1266.612	1266.820	1380	0	230
2017.05.29	12:00:00	1266.822	1267.136	1266.474	1266.565	1850	0	220
2017.05.29	13:00:00	1266.560	1267.218	1265.031	1265.758	2630	0	190
2017.05.29	14:00:00	1265.760	1267.501	1265.646	1267.303	2519	0	172
2017.05.29	15:00:00	1267.277	1267.663	1266.998	1267.636	2173	0	242
2017.05.29	16:00:00	1267.632	1267.637	1266.077	1266.624	1707	0	266
2017.05.29	17:00:00	1266.625	1267.135	1266.499	1266.710	27	0	150
2017.05.29	18:00:00	1266.850	1266.895	1266.790	1266.820	4	0	150
2017.05.29	22:00:00	1267.168	1267.570	1266.373	1267.062	1282	0	240
2017.05.29	23:00:00	1267.062	1267.462	1265.260	1266.830	2437	0	208
2017.05.30	00:00:00	1266.769	1267.727	1266.062	1267.701	2758	0	210
2017.05.30	01:00:00	1267.699	1270.270	1267.699	1269.694	3383	0	198
2017.05.30	02:00:00	1269.740	1270.322	1269.206	1270.192	2148	0	197
2017.05.30	03:00:00	1270.182	1270.420	1267.900	1268.034	2511	0	184
2017.05.30	04:00:00	1268.034	1268.529	1267.207	1267.806	2020	0	200
2017.05.30	05:00:00	1267.807	1268.205	1266.884	1267.696	2093	0	189
2017.05.30	06:00:00	1267.698	1268.507	1266.887	1268.050	3026	0	193
2017.05.30	07:00:00	1268.088	1268.760	1262.670	1264.091	4209	0	197
2017.05.30	08:00:00	1264.118	1265.676	1263.478	1264.030	3846	0	200
2017.05.30	09:00:00	1264.005	1265.344	1261.567	1263.491	3751	0	205
2017.05.30	10:00:00	1263.492	1264.353	1263.115	1263.288	2885	0	204
2017.05.30	11:00:00	1263.285	1264.341	1262.490	1262.815	3411	0	193
2017.05.30	12:00:00	1262.820	1263.305	1259.329	1261.610	4498	0	200
2017.05.30	13:00:00	1261.629	1264.673	1261.454	1263.658	4757	0	171
2017.05.30	14:00:00	1263.663	1264.586	1260.667	1261.789	4762	0	213
2017.05.30	15:00:00	1261.781	1263.994	1261.677	1263.825	3950	0	206
2017.05.30	16:00:00	1263.863	1263.863	1261.803	1262.188	3451	0	205
2017.05.30	17:00:00	1262.175	1263.793	1262.169	1262.923	3093	0	217
2017.05.30	18:00:00	1262.924	1263.228	1262.366	1262.931	2306	0	207
2017.05.30	19:00:00	1262.921	1263.100	1262.122	1262.788	2387	0	230
2017.05.30	20:00:00	1262.874	1263.442	1261.760	1261.844	1536	0	219
2017.05.30	22:00:00	1262.940	1263.142	1261.685	1261.685	1105	0	300
2017.05.30	23:00:00	1261.680	1262.337	1261.272	1262.332	1575	0	257
2017.05.31	00:00:00	1262.331	1262.544	1261.154	1261.464	2257	0	210
2017.05.31	01:00:00	1261.466	1262.225	1260.484	1261.356	2912	0	217
2017.05.31	02:00:00	1261.349	1261.467	1259.513	1260.018	2860	0	206
2017.05.31	03:00:00	1260.013	1260.513	1259.593	1260.120	2021	0	165
2017.05.31	04:00:00	1260.120	1260.488	1259.700	1260.119	1560	0	210
2017.05.31	05:00:00	1260.123	1261.707	1260.118	1261.624	2296	0	193
2017.05.31	06:00:00	1261.630	1262.925	1260.772	1261.875	3160	0	204
2017.05.31	07:00:00	1261.876	1263.753	1261.652	1262.710	3384	0	205
2017.05.31	08:00:00	1262.712	1264.341	1262.195	1263.309	2967	0	211
2017.05.31	09:00:00	1263.345	1264.894	1263.299	1264.764	2880	0	210
2017.05.31	10:00:00	1264.768	1265.241	1264.149	1264.366	2931	0	218
2017.05.31	11:00:00	1264.364	1265.078	1263.578	1264.164	3036	0	220
2017.05.31	12:00:00	1264.180	1267.369	1264.180	1266.158	4209	0	203
2017.05.31	13:00:00	1266.136	1266.477	1263.985	1265.215	4538	0	200
2017.05.31	14:00:00	1265.204	1268.013	1265.204	1267.096	5186	0	205
2017.05.31	15:00:00	1267.085	1268.346	1266.453	1267.530	4745	0	204
2017.05.31	16:00:00	1267.528	1269.952	1266.107	1269.686	3986	0	197
2017.05.31	17:00:00	1269.703	1274.031	1269.601	1271.695	4995	0	173
2017.05.31	18:00:00	1271.697	1272.326	1269.346	1271.985	3931	0	208
2017.05.31	19:00:00	1271.971	1271.971	1267.948	1267.996	3727	0	184
2017.05.31	20:00:00	1267.986	1269.161	1267.761	1267.796	2203	0	234
2017.05.31	22:00:00	1269.000	1269.069	1268.205	1269.050	1351	0	227
2017.05.31	23:00:00	1269.061	1269.458	1268.643	1268.664	1925	0	210
2017.06.01	00:00:00	1268.663	1268.864	1266.916	1267.178	2711	0	205
2017.06.01	01:00:00	1267.170	1270.016	1266.301	1269.246	3388	0	207
2017.06.01	02:00:00	1269.243	1270.260	1268.979	1269.784	2871	0	176
2017.06.01	03:00:00	1269.725	1269.779	1268.386	1268.528	1944	0	198
2017.06.01	04:00:00	1268.526	1268.971	1267.908	1268.079	1766	0	208
2017.06.01	05:00:00	1268.107	1268.159	1265.763	1266.981	2932	0	215
2017.06.01	06:00:00	1266.978	1267.218	1265.819	1267.000	3262	0	217
2017.06.01	07:00:00	1267.000	1268.076	1266.181	1266.985	3549	0	215
2017.06.01	08:00:00	1266.986	1267.292	1265.955	1266.666	3112	0	150
2017.06.01	09:00:00	1266.665	1267.415	1265.838	1266.503	2898	0	206
2017.06.01	10:00:00	1266.502	1266.745	1265.143	1266.265	2975	0	209
2017.06.01	11:00:00	1266.263	1266.793	1265.112	1266.675	2727	0	207
2017.06.01	12:00:00	1266.676	1267.710	1261.496	1264.112	4829	0	161
2017.06.01	13:00:00	1264.123	1265.330	1261.528	1264.844	4858	0	201
2017.06.01	14:00:00	1264.633	1265.566	1263.852	1264.493	4728	0	164
2017.06.01	15:00:00	1264.436	1265.550	1262.992	1263.816	4444	0	191
2017.06.01	16:00:00	1263.836	1264.142	1262.480	1263.781	3626	0	197
2017.06.01	17:00:00	1263.776	1267.991	1263.756	1266.513	3792	0	210
2017.06.01	18:00:00	1266.520	1268.312	1265.820	1267.693	3215	0	199
2017.06.01	19:00:00	1267.690	1268.817	1267.157	1267.978	3047	0	176
2017.06.01	20:00:00	1267.967	1267.999	1264.759	1264.981	2435	0	182
2017.06.01	22:00:00	1265.620	1266.169	1264.921	1265.767	1184	0	220
2017.06.01	23:00:00	1265.773	1265.775	1264.403	1264.656	1725	0	210
2017.06.02	00:00:00	1264.653	1265.165	1262.835	1263.434	2783	0	190
2017.06.02	01:00:00	1263.437	1263.560	1262.407	1262.674	2521	0	160
2017.06.02	02:00:00	1262.673	1263.087	1259.976	1260.192	3016	0	209
2017.06.02	03:00:00	1260.194	1261.354	1258.986	1261.245	2506	0	194
2017.06.02	04:00:00	1261.242	1261.651	1260.971	1261.041	1654	0	220
2017.06.02	05:00:00	1261.042	1261.446	1259.819	1260.438	2305	0	208
2017.06.02	06:00:00	1260.439	1261.021	1260.079	1260.640	2726	0	192
2017.06.02	07:00:00	1260.588	1262.260	1260.496	1261.889	3247	0	204
2017.06.02	08:00:00	1261.878	1262.555	1260.387	1260.965	3047	0	180
2017.06.02	09:00:00	1260.957	1263.131	1260.343	1263.018	3082	0	208
2017.06.02	10:00:00	1263.018	1263.850	1262.476	1262.777	2362	0	189
2017.06.02	11:00:00	1262.777	1263.274	1261.831	1262.391	2565	0	220
2017.06.02	12:00:00	1262.406	1275.879	1261.447	1273.677	5253	0	219
2017.06.02	13:00:00	1273.701	1276.352	1272.389	1274.890	5607	0	173
2017.06.02	14:00:00	1274.894	1276.897	1274.283	1276.534	5123	0	219
2017.06.02	15:00:00	1276.541	1279.024	1275.462	1276.478	5135	0	205
2017.06.02	16:00:00	1276.505	1277.227	1275.054	1275.946	4125	0	209
2017.06.02	17:00:00	1275.948	1277.870	1275.667	1277.329	3971	0	211
2017.06.02	18:00:00	1277.333	1277.832	1276.882	1277.215	2975	0	195
2017.06.02	19:00:00	1277.184	1278.723	1277.037	1278.075	3344	0	220
2017.06.02	20:00:00	1278.052	1279.389	1277.749	1278.497	2361	0	209
2017.06.05	00:00:00	1279.761	1281.285	1279.532	1280.284	2573	0	191
2017.06.05	01:00:00	1280.284	1281.934	1279.711	1280.057	3461	0	203
2017.06.05	02:00:00	1280.017	1280.884	1278.747	1280.644	2808	0	182
2017.06.05	03:00:00	1280.645	1280.979	1279.955	1280.265	2194	0	186
2017.06.05	04:00:00	1280.265	1280.892	1280.106	1280.484	1655	0	210
2017.06.05	05:00:00	1280.491	1280.536	1279.441	1279.710	2426	0	209
2017.06.05	06:00:00	1279.746	1280.422	1279.213	1280.046	2936	0	189
2017.06.05	07:00:00	1280.055	1281.938	1279.600	1280.621	3267	0	197
2017.06.05	08:00:00	1280.621	1281.280	1280.009	1281.277	2623	0	204
2017.06.05	09:00:00	1281.269	1281.895	1280.723	1280.827	2803	0	203
2017.06.05	10:00:00	1280.824	1281.222	1279.391	1280.412	2879	0	200
2017.06.05	11:00:00	1280.413	1281.279	1279.810	1281.061	2922	0	188
2017.06.05	12:00:00	1281.060	1283.380	1280.351	1280.787	4266	0	189
2017.06.05	13:00:00	1280.786	1281.606	1279.638	1280.295	4439	0	186
2017.06.05	14:00:00	1280.250	1281.498	1280.093	1281.062	4286	0	202
2017.06.05	15:00:00	1281.030	1281.223	1278.148	1278.568	4010	0	208
2017.06.05	16:00:00	1278.569	1279.754	1277.725	1279.056	3436	0	212
2017.06.05	17:00:00	1279.047	1280.582	1278.865	1279.906	3140	0	208
2017.06.05	18:00:00	1279.906	1279.944	1278.456	1279.228	2521	0	209
2017.06.05	19:00:00	1279.273	1279.897	1278.628	1279.480	2586	0	200
2017.06.05	20:00:00	1279.481	1279.782	1278.580	1278.614	1857	0	217
2017.06.05	22:00:00	1279.142	1280.441	1278.933	1279.952	937	0	232
2017.06.05	23:00:00	1279.953	1280.554	1279.785	1280.443	1352	0	207
2017.06.06	00:00:00	1280.443	1281.244	1279.639	1280.845	2731	0	199
2017.06.06	01:00:00	1280.849	1282.743	1280.844	1282.725	3618	0	191
2017.06.06	02:00:00	1282.719	1284.974	1282.719	1284.294	3456	0	177
2017.06.06	03:00:00	1284.301	1284.902	1284.275	1284.571	2123	0	204
2017.06.06	04:00:00	1284.567	1284.797	1284.356	1284.549	1938	0	193
2017.06.06	05:00:00	1284.554	1287.177	1284.437	1286.915	3141	0	184
2017.06.06	06:00:00	1286.877	1289.488	1286.314	1288.447	3989	0	183
2017.06.06	07:00:00	1288.412	1289.608	1288.382	1289.292	3943	0	188
2017.06.06	08:00:00	1289.293	1289.819	1288.311	1288.416	3319	0	182
2017.06.06	09:00:00	1288.419	1288.810	1287.809	1288.403	3138	0	210
2017.06.06	10:00:00	1288.410	1292.299	1288.176	1292.194	3606	0	209
2017.06.06	11:00:00	1292.191	1293.633	1290.535	1290.555	4338	0	200
2017.06.06	12:00:00	1290.601	1292.642	1290.435	1292.348	4599	0	204
2017.06.06	13:00:00	1292.349	1294.825	1291.505	1294.006	5133	0	188
2017.06.06	14:00:00	1293.970	1294.731	1290.256	1293.971	5098	0	200
2017.06.06	15:00:00	1293.973	1295.975	1292.953	1293.763	4723	0	205
2017.06.06	16:00:00	1293.761	1294.381	1291.757	1292.923	3830	0	201
2017.06.06	17:00:00	1292.924	1295.075	1292.921	1294.293	3939	0	210
2017.06.06	18:00:00	1294.287	1294.321	1290.358	1291.169	3953	0	213
2017.06.06	19:00:00	1291.157	1293.876	1290.655	1293.805	4067	0	166
2017.06.06	20:00:00	1293.829	1294.242	1293.006	1293.264	2066	0	220
2017.06.06	21:00:00	1293.214	1293.214	1293.214	1293.214	1	0	1939
2017.06.06	22:00:00	1294.420	1294.854	1293.522	1294.115	1458	0	238
2017.06.06	23:00:00	1294.114	1294.172	1293.270	1293.675	1891	0	202
2017.06.07	00:00:00	1293.675	1294.014	1292.783	1292.788	2687	0	207
2017.06.07	01:00:00	1292.808	1293.301	1291.674	1292.875	3233	0	205
2017.06.07	02:00:00	1292.880	1292.890	1291.423	1291.848	2706	0	182
2017.06.07	03:00:00	1291.855	1292.121	1291.223	1291.248	2111	0	186
2017.06.07	04:00:00	1291.251	1291.302	1290.858	1291.173	2307	0	197
2017.06.07	05:00:00	1291.186	1292.215	1290.972	1291.964	2420	0	203
2017.06.07	06:00:00	1291.936	1292.825	1291.509	1291.943	3396	0	199
2017.06.07	07:00:00	1291.928	1293.589	1291.683	1292.397	4219	0	203
2017.06.07	08:00:00	1292.403	1293.593	1292.017	1293.044	3374	0	218
2017.06.07	09:00:00	1293.037	1293.525	1292.343	1292.633	3071	0	208
2017.06.07	10:00:00	1292.638	1292.743	1287.951	1289.586	4249	0	195
2017.06.07	11:00:00	1289.634	1290.529	1288.760	1288.857	3643	0	183
2017.06.07	12:00:00	1288.847	1291.767	1287.732	1291.273	4219	0	200
2017.06.07	13:00:00	1291.274	1291.937	1288.948	1291.884	5099	0	190
2017.06.07	14:00:00	1291.843	1294.244	1291.005	1292.370	5045	0	183
2017.06.07	15:00:00	1292.371	1293.762	1288.530	1289.123	4697	0	167
2017.06.07	16:00:00	1289.131	1290.905	1288.798	1290.801	4518	0	185
2017.06.07	17:00:00	1290.797	1291.244	1286.265	1287.637	4158	0	210
2017.06.07	18:00:00	1287.597	1287.620	1282.571	1283.246	4596	0	194
2017.06.07	19:00:00	1283.216	1287.127	1283.034	1287.035	3651	0	156
2017.06.07	20:00:00	1287.025	1287.357	1286.130	1286.145	2239	0	162
2017.06.07	22:00:00	1286.850	1287.221	1286.007	1287.114	1350	0	247
2017.06.07	23:00:00	1287.114	1287.255	1284.567	1284.567	2070	0	245
2017.06.08	00:00:00	1284.569	1285.750	1284.438	1285.320	2831	0	200
2017.06.08	01:00:00	1285.327	1286.878	1285.327	1286.633	2927	0	206
2017.06.08	02:00:00	1286.676	1287.082	1285.900	1287.082	2355	0	202
2017.06.08	03:00:00	1287.100	1287.100	1283.579	1283.976	2675	0	161
2017.06.08	04:00:00	1283.976	1286.255	1283.877	1285.408	2652	0	210
2017.06.08	05:00:00	1285.385	1288.877	1284.750	1288.503	3839	0	210
2017.06.08	06:00:00	1288.503	1288.796	1286.989	1287.016	3551	0	194
2017.06.08	07:00:00	1287.019	1287.737	1285.685	1285.879	3667	0	218
2017.06.08	08:00:00	1285.856	1286.110	1284.501	1285.124	3450	0	195
2017.06.08	09:00:00	1285.123	1285.171	1283.516	1283.645	3289	0	210
2017.06.08	10:00:00	1283.641	1285.409	1283.023	1284.333	3157	0	222
2017.06.08	11:00:00	1284.323	1285.703	1281.640	1283.240	4014	0	192
2017.06.08	12:00:00	1283.238	1284.119	1281.348	1283.242	5056	0	182
2017.06.08	13:00:00	1283.231	1284.052	1273.269	1274.272	5575	0	185
2017.06.08	14:00:00	1274.293	1276.406	1271.254	1276.390	5648	0	177
2017.06.08	15:00:00	1276.388	1277.172	1273.914	1277.102	4885	0	190
2017.06.08	16:00:00	1277.096	1277.834	1275.911	1276.681	4121	0	230
2017.06.08	17:00:00	1276.674	1277.991	1276.065	1277.397	3695	0	196
2017.06.08	18:00:00	1277.398	1280.435	1277.288	1278.912	3759	0	189
2017.06.08	19:00:00	1278.908	1279.791	1277.282	1278.426	3861	0	187
2017.06.08	20:00:00	1278.408	1279.486	1277.737	1277.737	2356	0	220
2017.06.08	22:00:00	1280.403	1281.186	1276.030	1277.685	3010	0	256
2017.06.08	23:00:00	1277.694	1280.098	1277.388	1279.878	3058	0	190
2017.06.09	00:00:00	1279.880	1280.086	1278.378	1278.470	3546	0	214
2017.06.09	01:00:00	1278.469	1278.552	1274.111	1274.945	4257	0	212
2017.06.09	02:00:00	1274.946	1275.333	1273.700	1274.565	3483	0	209
2017.06.09	03:00:00	1274.577	1274.882	1273.163	1274.280	3039	0	220
2017.06.09	04:00:00	1274.281	1275.852	1274.069	1274.987	2346	0	223
2017.06.09	05:00:00	1274.983	1275.585	1273.373	1273.851	2993	0	228
2017.06.09	06:00:00	1273.857	1275.557	1271.144	1272.386	4259	0	245
2017.06.09	07:00:00	1272.390	1274.323	1271.288	1273.985	4304	0	251
2017.06.09	08:00:00	1273.950	1274.970	1272.734	1273.409	4061	0	235
2017.06.09	09:00:00	1273.408	1274.917	1273.311	1273.969	3142	0	255
2017.06.09	10:00:00	1273.968	1275.135	1273.741	1274.640	2609	0	226
2017.06.09	11:00:00	1274.644	1274.727	1272.960	1273.297	3378	0	199
2017.06.09	12:00:00	1273.348	1274.045	1267.029	1267.383	4795	0	193
2017.06.09	13:00:00	1267.382	1267.957	1264.520	1266.630	5404	0	194
2017.06.09	14:00:00	1266.590	1268.239	1266.440	1266.746	4663	0	218
2017.06.09	15:00:00	1266.749	1268.103	1265.840	1267.459	4448	0	218
2017.06.09	16:00:00	1267.454	1269.565	1267.234	1267.779	4449	0	228
2017.06.09	17:00:00	1267.788	1269.915	1267.271	1269.240	4446	0	219
2017.06.09	18:00:00	1269.234	1270.871	1268.416	1270.651	4713	0	208
2017.06.09	19:00:00	1270.654	1270.714	1266.583	1267.255	4845	0	219
2017.06.09	20:00:00	1267.259	1267.829	1266.153	1266.313	2510	0	244
2017.06.12	00:00:00	1267.647	1269.636	1267.470	1269.543	3272	0	199
2017.06.12	01:00:00	1269.542	1270.015	1266.529	1266.814	3640	0	197
2017.06.12	02:00:00	1266.808	1267.607	1266.803	1267.348	2764	0	208
2017.06.12	03:00:00	1267.350	1267.520	1266.447	1266.812	2459	0	208
2017.06.12	04:00:00	1266.824	1267.739	1266.660	1267.739	1836	0	210
2017.06.12	05:00:00	1267.735	1267.766	1266.471	1267.130	2353	0	195
2017.06.12	06:00:00	1267.137	1267.696	1266.039	1266.443	3332	0	187
2017.06.12	07:00:00	1266.441	1267.443	1265.537	1267.024	3717	0	215
2017.06.12	08:00:00	1267.025	1270.150	1266.664	1269.911	3900	0	197
2017.06.12	09:00:00	1269.915	1270.273	1268.981	1269.628	3676	0	177
2017.06.12	10:00:00	1269.637	1269.837	1267.639	1268.450	3448	0	202
2017.06.12	11:00:00	1268.454	1269.841	1268.205	1268.668	3542	0	213
2017.06.12	12:00:00	1268.666	1268.712	1263.845	1264.478	4421	0	215
2017.06.12	13:00:00	1264.513	1268.452	1263.570	1267.281	5090	0	178
2017.06.12	14:00:00	1267.254	1267.423	1265.104	1266.626	5107	0	184
2017.06.12	15:00:00	1266.677	1266.864	1264.186	1265.540	5038	0	196
2017.06.12	16:00:00	1265.544	1267.260	1265.405	1266.931	4158	0	202
2017.06.12	17:00:00	1266.942	1267.482	1265.903	1267.333	4044	0	208
2017.06.12	18:00:00	1267.353	1267.667	1266.230	1266.528	3616	0	211
2017.06.12	19:00:00	1266.532	1267.102	1265.034	1265.077	3602	0	210
2017.06.12	20:00:00	1265.082	1265.997	1264.893	1264.893	2352	0	213
2017.06.12	22:00:00	1264.762	1266.096	1264.762	1265.300	1453	0	186
2017.06.12	23:00:00	1265.296	1265.449	1264.573	1265.205	1759	0	220
2017.06.13	00:00:00	1265.178	1265.406	1264.508	1265.036	2382	0	203
2017.06.13	01:00:00	1265.022	1265.653	1262.625	1265.253	3326	0	197
2017.06.13	02:00:00	1265.253	1267.056	1265.056	1266.446	2966	0	195
2017.06.13	03:00:00	1266.464	1266.566	1265.862	1266.460	2077	0	187
2017.06.13	04:00:00	1266.471	1266.754	1265.957	1266.005	1733	0	204
2017.06.13	05:00:00	1266.025	1266.360	1265.545	1266.067	2075	0	200
2017.06.13	06:00:00	1266.073	1266.659	1265.552	1265.786	2935	0	188
2017.06.13	07:00:00	1265.785	1265.785	1263.493	1263.908	4151	0	211
2017.06.13	08:00:00	1263.906	1264.508	1261.622	1262.161	4038	0	211
2017.06.13	09:00:00	1262.161	1262.664	1261.649	1262.589	3337	0	204
2017.06.13	10:00:00	1262.592	1262.837	1261.668	1261.960	2808	0	203
2017.06.13	11:00:00	1261.972	1264.346	1261.963	1264.098	3663	0	210
2017.06.13	12:00:00	1264.072	1264.245	1260.618	1260.801	4467	0	186
2017.06.13	13:00:00	1260.837	1262.598	1258.719	1261.812	4836	0	188
2017.06.13	14:00:00	1261.794	1265.179	1261.698	1263.878	4852	0	193
2017.06.13	15:00:00	1263.888	1264.286	1262.698	1262.927	4282	0	194
2017.06.13	16:00:00	1262.950	1265.258	1262.628	1265.039	3640	0	190
2017.06.13	17:00:00	1265.044	1267.570	1264.868	1266.700	4056	0	195
2017.06.13	18:00:00	1266.697	1268.848	1266.697	1266.787	3571	0	207
2017.06.13	19:00:00	1266.853	1267.196	1266.423	1266.683	2788	0	165
2017.06.13	20:00:00	1266.705	1267.021	1265.757	1265.757	1873	0	191
2017.06.13	22:00:00	1266.210	1266.877	1266.181	1266.683	1081	0	229
2017.06.13	23:00:00	1266.684	1267.277	1266.286	1267.120	1473	0	250
2017.06.14	00:00:00	1267.119	1268.422	1266.913	1268.397	2425	0	186
2017.06.14	01:00:00	1268.394	1268.626	1266.651	1268.181	2868	0	206
2017.06.14	02:00:00	1268.191	1269.997	1268.025	1269.210	2929	0	181
2017.06.14	03:00:00	1269.204	1270.017	1269.175	1269.309	2185	0	177
2017.06.14	04:00:00	1269.312	1269.699	1268.461	1268.483	1857	0	198
2017.06.14	05:00:00	1268.509	1269.704	1268.446	1269.413	2133	0	198
2017.06.14	06:00:00	1269.420	1269.420	1268.041	1268.363	3244	0	202
2017.06.14	07:00:00	1268.351	1268.357	1266.650	1266.960	3505	0	205
2017.06.14	08:00:00	1266.954	1268.496	1266.486	1268.273	3489	0	189
2017.06.14	09:00:00	1268.266	1268.856	1267.905	1268.081	3063	0	201
2017.06.14	10:00:00	1268.075	1268.363	1266.928	1267.292	2888	0	193
2017.06.14	11:00:00	1267.281	1267.473	1264.809	1266.298	3989	0	203
2017.06.14	12:00:00	1266.243	1276.400	1264.827	1276.356	5369	0	190
2017.06.14	13:00:00	1276.355	1279.392	1274.610	1275.247	5808	0	180
2017.06.14	14:00:00	1275.247	1277.851	1275.239	1277.624	5504	0	186
2017.06.14	15:00:00	1277.632	1277.794	1275.941	1276.302	4834	0	190
2017.06.14	16:00:00	1276.299	1276.754	1275.189	1275.535	3999	0	187
2017.06.14	17:00:00	1275.570	1276.449	1273.171	1275.422	4633	0	195
2017.06.14	18:00:00	1275.099	1280.408	1265.399	1267.011	7255	0	207
2017.06.14	19:00:00	1267.010	1267.971	1257.107	1259.859	6277	0	199
2017.06.14	20:00:00	1259.876	1261.899	1258.827	1260.003	3149	0	223
2017.06.14	22:00:00	1260.560	1263.454	1259.638	1262.969	2474	0	230
2017.06.14	23:00:00	1262.967	1264.046	1262.310	1263.360	2980	0	213
2017.06.15	00:00:00	1263.347	1263.906	1262.142	1263.420	3633	0	205
2017.06.15	01:00:00	1263.420	1266.535	1263.320	1265.384	4192	0	185
2017.06.15	02:00:00	1265.388	1266.066	1264.445	1264.602	2765	0	150
2017.06.15	03:00:00	1264.603	1265.203	1263.876	1264.758	2695	0	184
2017.06.15	04:00:00	1264.791	1265.128	1264.315	1264.344	2084	0	189
2017.06.15	05:00:00	1264.331	1264.331	1262.217	1262.670	3015	0	180
2017.06.15	06:00:00	1262.712	1263.373	1260.940	1261.285	3980	0	208
2017.06.15	07:00:00	1261.275	1262.955	1260.539	1262.920	4556	0	210
2017.06.15	08:00:00	1262.862	1262.898	1261.074	1261.704	3956	0	183
