<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.02.21	00:00:00	1320.561	1328.311	1316.005	1323.959	83443	0	0
2014.02.23	00:00:00	1323.031	1325.576	1323.007	1323.905	1530	0	0
2014.02.24	00:00:00	1324.038	1338.832	1318.703	1335.491	99135	0	0
2014.02.25	00:00:00	1335.542	1343.487	1331.148	1340.904	87395	0	0
2014.02.26	00:00:00	1340.941	1345.266	1322.214	1330.558	103318	0	0
2014.02.27	00:00:00	1330.563	1336.036	1323.788	1331.258	83789	0	0
2014.02.28	00:00:00	1331.246	1333.156	1319.586	1326.199	100594	0	0
2014.03.02	00:00:00	1326.025	1338.095	1326.025	1338.095	5236	0	0
2014.03.03	00:00:00	1338.101	1354.593	1336.105	1350.413	119256	0	0
2014.03.04	00:00:00	1350.430	1352.365	1331.180	1336.150	112589	0	0
2014.03.05	00:00:00	1336.129	1341.610	1332.572	1335.862	80089	0	0
2014.03.06	00:00:00	1335.869	1353.407	1331.099	1349.627	101338	0	0
2014.03.07	00:00:00	1349.629	1352.846	1328.279	1339.152	116765	0	0
2014.03.09	00:00:00	1339.605	1341.368	1336.333	1338.105	4772	0	0
2014.03.10	00:00:00	1338.113	1344.507	1328.011	1340.294	100710	0	0
2014.03.11	00:00:00	1340.311	1352.423	1337.629	1347.481	87965	0	0
2014.03.12	00:00:00	1347.427	1370.711	1345.316	1366.127	117213	0	0
2014.03.13	00:00:00	1366.146	1374.859	1364.405	1373.183	111322	0	0
2014.03.14	00:00:00	1373.192	1387.789	1367.757	1382.254	97382	0	0
2014.03.16	00:00:00	1382.194	1391.931	1381.943	1386.463	5660	0	0
2014.03.17	00:00:00	1386.473	1388.324	1361.867	1366.322	111849	0	0
2014.03.18	00:00:00	1366.319	1367.395	1350.632	1356.051	105258	0	0
2014.03.19	00:00:00	1356.009	1359.511	1325.660	1328.228	122867	0	0
2014.03.20	00:00:00	1328.175	1334.518	1320.384	1330.885	117794	0	0
2014.03.21	00:00:00	1330.880	1342.306	1329.072	1333.495	88186	0	0
2014.03.23	00:00:00	1333.981	1334.629	1329.409	1332.178	3812	0	0
2014.03.24	00:00:00	1332.178	1334.054	1307.861	1311.184	103998	0	0
2014.03.25	00:00:00	1311.207	1317.218	1305.237	1309.683	107846	0	0
2014.03.26	00:00:00	1309.683	1316.188	1298.573	1306.216	80369	0	0
2014.03.27	00:00:00	1306.201	1306.631	1288.995	1293.051	112100	0	0
2014.03.28	00:00:00	1293.049	1298.599	1285.657	1294.133	97380	0	0
2014.03.30	00:00:00	1293.855	1297.763	1292.333	1295.929	3551	0	0
2014.03.31	00:00:00	1295.907	1298.402	1282.360	1284.364	96721	0	0
2014.04.01	00:00:00	1284.351	1287.851	1277.614	1281.063	93367	0	0
2014.04.02	00:00:00	1281.045	1294.371	1280.391	1290.696	91814	0	0
2014.04.03	00:00:00	1290.690	1293.793	1281.538	1284.888	84599	0	0
2014.04.04	00:00:00	1284.882	1306.564	1284.122	1302.550	91097	0	0
2014.04.06	00:00:00	1304.682	1304.682	1300.678	1303.659	2932	0	0
2014.04.07	00:00:00	1303.708	1304.004	1295.548	1298.369	81353	0	0
2014.04.08	00:00:00	1298.369	1314.243	1296.847	1309.632	96307	0	0
2014.04.09	00:00:00	1309.635	1314.931	1300.820	1310.915	95537	0	0
2014.04.10	00:00:00	1310.919	1324.362	1310.756	1318.196	106068	0	0
2014.04.11	00:00:00	1318.189	1323.723	1313.962	1317.594	86974	0	0
2014.04.13	00:00:00	1319.744	1328.395	1319.188	1326.327	4614	0	0
2014.04.14	00:00:00	1326.345	1331.036	1318.684	1325.538	85671	0	0
2014.04.15	00:00:00	1325.518	1326.495	1285.745	1302.631	117612	0	0
2014.04.16	00:00:00	1302.564	1306.901	1293.391	1303.526	97136	0	0
2014.04.17	00:00:00	1303.527	1304.055	1293.104	1294.405	62495	0	0
2014.04.18	00:00:00	1294.718	1294.871	1294.718	1294.871	2	0	0
2014.04.20	00:00:00	1298.182	1298.182	1290.550	1291.529	3922	0	0
2014.04.21	00:00:00	1291.528	1301.362	1281.856	1289.486	72533	0	0
2014.04.22	00:00:00	1289.483	1292.667	1276.650	1284.631	85581	0	0
2014.04.23	00:00:00	1284.648	1288.807	1280.824	1283.913	41325	0	0
2014.04.24	00:00:00	1283.877	1298.284	1268.438	1291.383	109002	0	0
2014.04.25	00:00:00	1291.392	1304.920	1290.285	1301.967	88739	0	0
2014.04.27	00:00:00	1302.282	1305.043	1302.282	1303.933	3766	0	0
2014.04.28	00:00:00	1303.960	1306.285	1291.914	1296.386	86548	0	0
2014.04.29	00:00:00	1296.368	1301.097	1286.235	1295.914	83812	0	0
2014.04.30	00:00:00	1295.929	1297.807	1284.656	1291.530	79489	0	0
2014.05.01	00:00:00	1291.566	1291.729	1277.240	1283.950	66458	0	0
2014.05.02	00:00:00	1283.973	1304.486	1273.942	1298.981	90836	0	0
2014.05.04	00:00:00	1300.495	1302.352	1299.266	1300.277	3379	0	0
2014.05.05	00:00:00	1300.294	1315.443	1299.998	1310.882	57574	0	0
2014.05.06	00:00:00	1310.879	1313.928	1304.255	1307.303	76110	0	0
2014.05.07	00:00:00	1307.294	1314.395	1286.534	1290.282	92619	0	0
2014.05.08	00:00:00	1290.261	1295.198	1284.985	1290.761	87034	0	0
2014.05.09	00:00:00	1290.764	1294.222	1285.389	1288.003	73449	0	0
2014.05.11	00:00:00	1289.550	1289.585	1277.364	1283.212	2894	0	0
2014.05.12	00:00:00	1283.199	1303.617	1281.996	1295.428	85212	0	0
2014.05.13	00:00:00	1295.469	1298.465	1288.967	1294.855	88461	0	0
2014.05.14	00:00:00	1294.853	1308.914	1291.420	1305.115	78450	0	0
2014.05.15	00:00:00	1305.147	1306.930	1290.831	1296.958	74288	0	0
2014.05.16	00:00:00	1296.985	1298.103	1287.699	1292.942	67085	0	0
2014.05.18	00:00:00	1292.812	1292.812	1288.550	1292.571	3039	0	0
2014.05.19	00:00:00	1292.565	1305.250	1291.516	1293.347	81841	0	0
2014.05.20	00:00:00	1293.332	1296.756	1285.478	1294.630	92598	0	0
2014.05.21	00:00:00	1294.629	1296.130	1283.265	1291.457	82767	0	0
2014.05.22	00:00:00	1291.457	1303.530	1289.937	1293.872	86577	0	0
2014.05.23	00:00:00	1293.915	1295.388	1286.567	1292.254	72533	0	0
2014.05.25	00:00:00	1292.242	1293.410	1290.744	1291.285	2387	0	0
2014.05.26	00:00:00	1291.297	1293.978	1290.962	1292.186	40403	0	0
2014.05.27	00:00:00	1292.148	1293.222	1263.009	1263.271	102161	0	0
2014.05.28	00:00:00	1263.279	1266.970	1255.863	1257.466	83772	0	0
2014.05.29	00:00:00	1257.447	1260.221	1251.327	1256.745	91280	0	0
2014.05.30	00:00:00	1256.750	1260.247	1242.173	1249.322	82801	0	0
2014.06.01	00:00:00	1249.224	1250.567	1246.931	1246.937	2793	0	0
2014.06.02	00:00:00	1246.942	1250.547	1240.928	1244.902	72769	0	0
2014.06.03	00:00:00	1244.881	1247.548	1240.333	1245.306	36538	0	0
2014.06.04	00:00:00	1245.321	1248.866	1242.746	1244.155	72908	0	0
2014.06.05	00:00:00	1244.150	1257.301	1240.935	1252.652	80881	0	0
2014.06.06	00:00:00	1252.648	1257.529	1245.859	1252.945	75717	0	0
2014.06.08	00:00:00	1252.741	1253.993	1251.524	1253.955	2620	0	0
2014.06.09	00:00:00	1253.936	1256.909	1250.139	1251.982	59197	0	0
2014.06.10	00:00:00	1251.963	1263.406	1251.123	1259.714	68774	0	0
2014.06.11	00:00:00	1259.711	1265.111	1258.454	1261.270	62636	0	0
2014.06.12	00:00:00	1261.269	1274.712	1259.734	1272.612	86059	0	0
2014.06.13	00:00:00	1272.618	1277.777	1270.649	1276.829	80078	0	0
2014.06.15	00:00:00	1277.203	1278.796	1277.148	1278.294	1800	0	0
2014.06.16	00:00:00	1278.288	1284.752	1270.517	1271.916	82123	0	0
2014.06.17	00:00:00	1271.906	1273.121	1258.509	1270.774	79961	0	0
2014.06.18	00:00:00	1270.792	1278.446	1266.248	1278.423	52233	0	0
2014.06.19	00:00:00	1278.431	1321.766	1275.851	1314.404	119041	0	0
2014.06.20	00:00:00	1314.425	1319.609	1306.323	1314.459	111397	0	0
2014.06.22	00:00:00	1313.333	1314.071	1312.701	1313.560	1311	0	0
2014.06.23	00:00:00	1313.525	1318.340	1309.876	1314.079	83690	0	0
2014.06.24	00:00:00	1314.095	1325.736	1313.957	1318.150	71704	0	0
2014.06.25	00:00:00	1318.158	1324.697	1307.239	1318.381	88321	0	0
2014.06.26	00:00:00	1318.382	1319.647	1306.138	1315.665	87768	0	0
2014.06.27	00:00:00	1315.701	1322.190	1312.621	1315.854	81609	0	0
2014.06.29	00:00:00	1315.335	1315.878	1314.753	1314.773	904	0	0
2014.06.30	00:00:00	1314.765	1329.297	1310.249	1326.230	88513	0	0
2014.07.01	00:00:00	1326.233	1332.379	1323.655	1325.423	94090	0	0
2014.07.02	00:00:00	1325.413	1331.826	1321.212	1325.516	84155	0	0
2014.07.03	00:00:00	1325.521	1326.476	1308.316	1319.808	93357	0	0
2014.07.04	00:00:00	1319.767	1323.019	1318.579	1320.081	38767	0	0
2014.07.06	00:00:00	1317.922	1318.209	1316.932	1317.344	751	0	0
2014.07.07	00:00:00	1317.343	1319.695	1311.188	1317.866	54054	0	0
2014.07.08	00:00:00	1317.884	1324.656	1313.346	1317.891	62849	0	0
2014.07.09	00:00:00	1317.889	1332.023	1317.688	1327.060	81561	0	0
2014.07.10	00:00:00	1327.036	1344.889	1327.010	1335.992	90634	0	0
2014.07.11	00:00:00	1335.993	1339.043	1333.646	1338.508	42146	0	0
2014.07.13	00:00:00	1338.594	1338.938	1337.970	1338.564	1047	0	0
2014.07.14	00:00:00	1338.580	1338.647	1302.178	1308.969	116491	0	0
2014.07.15	00:00:00	1308.968	1313.624	1292.053	1295.419	104981	0	0
2014.07.16	00:00:00	1295.362	1303.631	1294.840	1299.078	85131	0	0
2014.07.17	00:00:00	1299.062	1324.449	1298.755	1319.571	109488	0	0
2014.07.18	00:00:00	1319.558	1319.971	1304.454	1310.655	81147	0	0
2014.07.20	00:00:00	1310.409	1312.025	1310.057	1310.551	615	0	0
2014.07.21	00:00:00	1310.538	1318.235	1307.245	1311.057	29502	0	0
2014.07.22	00:00:00	1311.038	1315.461	1301.880	1307.657	81611	0	0
2014.07.23	00:00:00	1307.671	1311.052	1303.019	1304.108	67955	0	0
2014.07.24	00:00:00	1304.111	1304.652	1287.587	1292.740	43719	0	0
2014.07.25	00:00:00	1292.777	1308.377	1290.788	1306.889	72442	0	0
2014.07.27	00:00:00	1307.072	1307.921	1305.767	1305.767	1411	0	0
2014.07.28	00:00:00	1305.776	1309.109	1301.257	1304.208	74021	0	0
2014.07.29	00:00:00	1304.208	1312.025	1296.038	1299.211	88409	0	0
2014.07.30	00:00:00	1299.208	1303.419	1291.728	1295.485	62305	0	0
2014.07.31	00:00:00	1295.450	1297.154	1280.418	1282.943	80389	0	0
2014.08.01	00:00:00	1282.878	1297.004	1280.247	1293.382	85231	0	0
2014.08.03	00:00:00	1292.952	1294.040	1292.798	1293.935	538	0	0
2014.08.04	00:00:00	1293.893	1295.292	1286.021	1288.414	66769	0	0
2014.08.05	00:00:00	1288.395	1293.786	1282.394	1288.347	78018	0	0
2014.08.06	00:00:00	1288.340	1309.387	1287.861	1305.947	94197	0	0
2014.08.07	00:00:00	1306.004	1314.319	1301.891	1311.036	41027	0	0
2014.08.08	00:00:00	1311.039	1322.545	1305.858	1309.346	96543	0	0
2014.08.10	00:00:00	1310.128	1311.261	1309.310	1309.480	1051	0	0
2014.08.11	00:00:00	1309.531	1311.177	1305.041	1307.592	59624	0	0
2014.08.12	00:00:00	1307.591	1317.772	1305.578	1308.554	56559	0	0
2014.08.13	00:00:00	1308.539	1314.804	1304.759	1311.531	76827	0	0
2014.08.14	00:00:00	1311.511	1319.181	1308.664	1312.809	63115	0	0
2014.08.15	00:00:00	1312.816	1314.970	1292.517	1304.486	45400	0	0
2014.08.17	00:00:00	1302.392	1302.596	1301.320	1301.585	998	0	0
2014.08.18	00:00:00	1301.586	1303.545	1295.484	1297.940	65183	0	0
2014.08.19	00:00:00	1297.974	1302.143	1293.833	1294.641	31663	0	0
2014.08.20	00:00:00	1294.636	1297.802	1287.790	1290.129	71961	0	0
2014.08.21	00:00:00	1290.094	1290.412	1272.873	1277.528	85166	0	0
2014.08.22	00:00:00	1277.523	1282.754	1274.069	1279.830	61807	0	0
2014.08.24	00:00:00	1277.513	1280.388	1276.389	1277.065	20	0	0
2014.08.25	00:00:00	1277.989	1280.716	1274.321	1276.045	52891	0	0
2014.08.26	00:00:00	1276.032	1290.712	1275.701	1280.919	68205	0	0
2014.08.27	00:00:00	1280.913	1287.202	1280.606	1283.250	48612	0	0
2014.08.28	00:00:00	1283.264	1296.338	1282.907	1290.287	65994	0	0
2014.08.29	00:00:00	1290.299	1291.143	1283.170	1286.910	44504	0	0
2014.08.31	00:00:00	1285.893	1287.279	1285.647	1286.577	711	0	0
2014.09.01	00:00:00	1286.575	1289.779	1284.715	1286.297	26857	0	0
2014.09.02	00:00:00	1286.292	1286.475	1262.362	1266.688	68928	0	0
2014.09.03	00:00:00	1266.685	1271.334	1261.178	1269.055	58563	0	0
2014.09.04	00:00:00	1269.062	1277.003	1257.140	1258.856	70225	0	0
2014.09.05	00:00:00	1258.847	1273.406	1258.275	1268.524	59923	0	0
2014.09.07	00:00:00	1268.397	1268.401	1266.713	1266.756	1066	0	0
2014.09.08	00:00:00	1266.749	1271.638	1251.333	1255.962	62374	0	0
2014.09.09	00:00:00	1255.958	1258.004	1247.443	1254.826	68153	0	0
2014.09.10	00:00:00	1254.825	1257.603	1243.600	1248.796	71648	0	0
2014.09.11	00:00:00	1248.789	1249.972	1234.849	1240.294	73156	0	0
2014.09.12	00:00:00	1240.327	1240.518	1227.490	1229.280	68872	0	0
2014.09.14	00:00:00	1227.034	1228.538	1226.055	1228.133	1254	0	0
2014.09.15	00:00:00	1228.154	1238.463	1227.724	1233.196	58456	0	0
2014.09.16	00:00:00	1233.213	1241.896	1231.628	1234.946	69388	0	0
2014.09.17	00:00:00	1234.942	1239.041	1216.056	1219.587	72055	0	0
2014.09.18	00:00:00	1219.600	1227.716	1215.687	1224.702	79294	0	0
2014.09.19	00:00:00	1224.704	1228.425	1213.710	1214.915	85419	0	0
2014.09.21	00:00:00	1214.844	1216.256	1214.660	1215.933	749	0	0
2014.09.22	00:00:00	1215.954	1220.279	1208.126	1214.798	73075	0	0
2014.09.23	00:00:00	1214.806	1235.334	1214.112	1221.764	91422	0	0
2014.09.24	00:00:00	1221.757	1225.880	1214.892	1215.595	68661	0	0
2014.09.25	00:00:00	1215.614	1224.301	1206.690	1222.527	83741	0	0
2014.09.26	00:00:00	1222.529	1231.111	1212.305	1217.855	67140	0	0
2014.09.28	00:00:00	1216.805	1217.638	1216.049	1216.585	1006	0	0
2014.09.29	00:00:00	1216.580	1223.188	1214.686	1216.335	73809	0	0
2014.09.30	00:00:00	1216.301	1219.908	1204.462	1207.831	86634	0	0
2014.10.01	00:00:00	1207.830	1219.175	1204.529	1215.060	84083	0	0
2014.10.02	00:00:00	1215.047	1222.140	1208.644	1213.213	83135	0	0
2014.10.03	00:00:00	1213.220	1213.413	1189.930	1190.821	67368	0	0
2014.10.05	00:00:00	1185.645	1188.716	1185.645	1186.178	1914	0	0
2014.10.06	00:00:00	1186.179	1208.841	1182.778	1206.512	50353	0	0
2014.10.07	00:00:00	1206.550	1213.288	1202.817	1209.899	73947	0	0
2014.10.08	00:00:00	1209.926	1223.907	1204.865	1219.624	86956	0	0
2014.10.09	00:00:00	1219.632	1233.136	1218.868	1223.319	83860	0	0
2014.10.10	00:00:00	1223.317	1225.324	1217.273	1222.889	74635	0	0
2014.10.12	00:00:00	1229.844	1232.004	1229.839	1230.856	1949	0	0
2014.10.13	00:00:00	1230.886	1237.585	1224.948	1235.226	66222	0	0
2014.10.14	00:00:00	1235.330	1237.984	1228.644	1229.107	76996	0	0
2014.10.15	00:00:00	1229.108	1249.370	1221.751	1239.992	102537	0	0
2014.10.16	00:00:00	1240.005	1244.991	1235.363	1238.333	107980	0	0
2014.10.17	00:00:00	1238.349	1241.591	1231.611	1237.997	75614	0	0
2014.10.19	00:00:00	1236.164	1236.436	1234.490	1234.490	1032	0	0
2014.10.20	00:00:00	1234.477	1248.488	1234.468	1245.548	72238	0	0
2014.10.21	00:00:00	1245.567	1255.060	1245.241	1248.436	84960	0	0
2014.10.22	00:00:00	1248.426	1249.228	1240.381	1242.397	67475	0	0
2014.10.23	00:00:00	1242.392	1244.473	1226.204	1231.291	74143	0	0
2014.10.24	00:00:00	1231.275	1234.055	1228.766	1230.734	63863	0	0
2014.10.26	00:00:00	1228.114	1228.328	1227.269	1227.868	627	0	0
2014.10.27	00:00:00	1227.895	1231.850	1225.198	1226.036	64263	0	0
2014.10.28	00:00:00	1226.032	1235.328	1222.390	1228.847	73013	0	0
2014.10.29	00:00:00	1228.883	1230.409	1208.232	1212.430	66960	0	0
2014.10.30	00:00:00	1212.435	1215.471	1195.851	1200.048	94724	0	0
2014.10.31	00:00:00	1200.049	1202.587	1161.127	1171.730	115724	0	0
2014.11.02	00:00:00	1170.916	1170.989	1163.409	1166.219	2512	0	0
2014.11.03	00:00:00	1166.205	1173.719	1161.531	1165.063	72307	0	0
2014.11.04	00:00:00	1165.057	1174.805	1163.793	1168.803	77036	0	0
2014.11.05	00:00:00	1168.798	1169.208	1137.665	1143.333	101629	0	0
2014.11.06	00:00:00	1143.343	1149.400	1138.042	1140.400	84070	0	0
2014.11.07	00:00:00	1140.384	1178.514	1131.425	1177.748	105793	0	0
2014.11.09	00:00:00	1177.516	1177.545	1169.826	1170.371	3639	0	0
2014.11.10	00:00:00	1170.351	1177.080	1147.197	1155.188	104205	0	0
2014.11.11	00:00:00	1155.194	1173.086	1146.019	1161.657	61196	0	0
2014.11.12	00:00:00	1161.637	1169.902	1157.212	1158.689	91952	0	0
2014.11.13	00:00:00	1158.732	1167.796	1153.857	1160.720	96199	0	0
2014.11.14	00:00:00	1160.703	1193.443	1146.779	1188.428	106986	0	0
2014.11.16	00:00:00	1186.726	1187.490	1182.011	1182.011	3082	0	0
2014.11.17	00:00:00	1182.050	1194.037	1181.391	1186.116	65458	0	0
2014.11.18	00:00:00	1186.107	1204.397	1183.293	1194.892	86080	0	0
2014.11.19	00:00:00	1194.913	1202.096	1175.070	1181.970	122826	0	0
2014.11.20	00:00:00	1181.933	1196.988	1176.691	1192.990	101125	0	0
2014.11.21	00:00:00	1192.992	1207.600	1187.146	1201.190	99133	0	0
2014.11.23	00:00:00	1200.965	1204.050	1200.296	1201.425	2739	0	0
2014.11.24	00:00:00	1201.403	1203.512	1192.680	1196.963	71536	0	0
2014.11.25	00:00:00	1197.004	1202.761	1190.306	1201.144	77927	0	0
2014.11.26	00:00:00	1201.165	1201.486	1194.889	1197.469	64898	0	0
2014.11.27	00:00:00	1197.481	1199.488	1185.573	1189.337	65874	0	0
2014.11.28	00:00:00	1189.318	1190.691	1165.163	1167.063	91887	0	0
2014.11.30	00:00:00	1158.327	1159.844	1142.627	1150.723	10097	0	0
2014.12.01	00:00:00	1150.674	1220.862	1146.601	1205.790	191363	0	0
2014.12.02	00:00:00	1205.785	1210.460	1191.878	1197.689	113446	0	0
2014.12.03	00:00:00	1197.661	1214.800	1194.396	1207.915	94356	0	0
2014.12.04	00:00:00	1207.916	1213.177	1201.131	1204.131	86869	0	0
2014.12.05	00:00:00	1204.158	1207.363	1185.957	1191.998	87049	0	0
2014.12.07	00:00:00	1190.466	1190.755	1187.021	1189.177	2461	0	0
2014.12.08	00:00:00	1189.113	1208.728	1188.481	1202.934	80336	0	0
2014.12.09	00:00:00	1202.882	1238.017	1199.259	1229.024	112570	0	0
2014.12.10	00:00:00	1229.023	1238.095	1224.515	1229.472	111026	0	0
2014.12.11	00:00:00	1229.452	1232.510	1215.826	1226.377	67708	0	0
2014.12.12	00:00:00	1226.399	1227.238	1214.393	1222.247	95072	0	0
2014.12.14	00:00:00	1222.039	1223.999	1220.778	1221.735	2206	0	0
2014.12.15	00:00:00	1221.729	1223.946	1190.617	1198.450	110460	0	0
2014.12.16	00:00:00	1198.450	1223.245	1187.314	1197.529	124978	0	0
2014.12.17	00:00:00	1197.519	1202.672	1183.698	1190.288	115944	0	0
2014.12.18	00:00:00	1190.162	1213.650	1189.083	1196.546	95227	0	0
2014.12.19	00:00:00	1196.525	1201.097	1193.593	1195.503	45535	0	0
2014.12.21	00:00:00	1195.427	1195.532	1193.669	1195.425	1572	0	0
2014.12.22	00:00:00	1195.422	1203.113	1170.620	1173.711	71819	0	0
2014.12.23	00:00:00	1173.756	1184.728	1172.521	1178.186	62933	0	0
2014.12.24	00:00:00	1178.181	1180.989	1172.699	1174.917	41475	0	0
2014.12.25	00:00:00	1174.354	1178.847	1174.354	1176.754	1682	0	0
2014.12.26	00:00:00	1175.308	1198.923	1174.574	1195.514	62789	0	0
2014.12.28	00:00:00	1194.789	1196.195	1193.801	1193.801	1285	0	0
2014.12.29	00:00:00	1193.774	1197.235	1178.743	1181.613	40336	0	0
2014.12.30	00:00:00	1181.617	1210.372	1180.579	1199.301	52855	0	0
2014.12.31	00:00:00	1199.305	1203.631	1179.440	1184.046	34320	0	0
2015.01.01	00:00:00	1183.090	1187.380	1183.090	1186.726	1356	0	0
2015.01.02	00:00:00	1184.766	1194.722	1167.226	1188.411	96023	0	0
2015.01.04	00:00:00	1188.115	1188.356	1177.256	1183.744	3413	0	0
2015.01.05	00:00:00	1183.795	1207.267	1182.795	1203.188	53051	0	0
2015.01.06	00:00:00	1203.174	1222.821	1201.538	1215.996	53666	0	0
2015.01.07	00:00:00	1216.116	1218.420	1208.929	1212.244	45481	0	0
2015.01.08	00:00:00	1212.248	1216.240	1204.709	1208.009	42616	0	0
2015.01.09	00:00:00	1208.007	1223.861	1207.179	1222.998	66688	0	0
2015.01.11	00:00:00	1223.055	1226.198	1222.708	1225.442	2252	0	0
2015.01.12	00:00:00	1225.459	1235.757	1217.463	1231.231	75580	0	0
2015.01.13	00:00:00	1231.222	1243.981	1227.214	1232.893	98187	0	0
2015.01.14	00:00:00	1232.902	1244.179	1225.006	1230.741	105409	0	0
2015.01.15	00:00:00	1230.760	1266.530	1225.919	1261.762	100140	0	0
2015.01.16	00:00:00	1261.775	1281.807	1254.919	1280.287	99290	0	0
2015.01.18	00:00:00	1280.045	1281.353	1275.286	1278.426	2508	0	0
2015.01.19	00:00:00	1278.485	1278.946	1272.009	1275.341	68942	0	0
2015.01.20	00:00:00	1275.337	1296.911	1273.918	1291.915	134557	0	0
2015.01.21	00:00:00	1291.927	1304.819	1284.638	1291.666	118796	0	0
2015.01.22	00:00:00	1291.663	1307.178	1279.407	1300.763	118600	0	0
2015.01.23	00:00:00	1300.767	1301.713	1284.300	1294.084	94258	0	0
2015.01.25	00:00:00	1293.783	1297.796	1289.908	1296.816	2715	0	0
2015.01.26	00:00:00	1296.806	1298.970	1275.756	1279.763	106215	0	0
2015.01.27	00:00:00	1279.755	1297.414	1272.178	1293.280	98174	0	0
2015.01.28	00:00:00	1293.277	1293.528	1279.698	1284.850	90132	0	0
2015.01.29	00:00:00	1284.858	1285.724	1251.874	1260.596	99638	0	0
2015.01.30	00:00:00	1260.600	1284.507	1257.034	1283.266	81225	0	0
2015.02.01	00:00:00	1281.812	1282.481	1279.374	1280.555	2142	0	0
2015.02.02	00:00:00	1280.565	1283.189	1266.273	1274.492	92293	0	0
2015.02.03	00:00:00	1274.498	1285.538	1255.371	1261.364	86367	0	0
2015.02.04	00:00:00	1261.373	1273.791	1256.579	1272.308	60651	0	0
2015.02.05	00:00:00	1272.309	1273.586	1256.251	1265.254	84381	0	0
2015.02.06	00:00:00	1265.245	1268.617	1228.355	1232.828	76417	0	0
2015.02.08	00:00:00	1236.036	1238.686	1234.162	1237.816	2377	0	0
2015.02.09	00:00:00	1237.834	1243.443	1235.009	1238.564	39968	0	0
2015.02.10	00:00:00	1238.570	1245.716	1230.909	1233.345	81166	0	0
2015.02.11	00:00:00	1233.347	1238.570	1216.653	1220.396	74497	0	0
2015.02.12	00:00:00	1220.406	1232.332	1219.014	1223.498	76195	0	0
2015.02.13	00:00:00	1223.490	1234.762	1222.789	1229.425	77700	0	0
2015.02.15	00:00:00	1227.513	1229.305	1227.470	1228.863	1540	0	0
2015.02.16	00:00:00	1228.863	1236.440	1228.619	1231.787	28945	0	0
2015.02.17	00:00:00	1231.767	1233.762	1203.681	1209.283	72631	0	0
2015.02.18	00:00:00	1209.277	1214.217	1197.533	1212.996	40919	0	0
2015.02.19	00:00:00	1212.997	1222.871	1205.355	1208.786	43667	0	0
2015.02.20	00:00:00	1208.752	1214.938	1198.239	1201.662	41278	0	0
2015.02.22	00:00:00	1203.335	1203.446	1200.652	1202.228	2077	0	0
